1,11.2912601,76.9410574
2,10.9946137,76.9794472
3,11.0258801,76.9525113
4,11.0420864,77.0403253
5,11.000241,76.971622
6,11.0127695,76.9805076
7,11.0186842,77.0072803
8,10.999764,76.995372
9,11.023687,76.976715
10,11.009138,76.945452
11,11.033747,76.951975
12,11.040625,77.040156
13,11.0707319,76.9421623
14,11.0158008,76.9594722
15,11.0134832,76.9498171
16,11.0184176,76.9604885
17,11.0675775,77.3815776
18,11.0095345,76.9896126
19,11.0196027,76.9949636
20,10.9948619,76.9695758
21,11.023246,76.950475
22,11.040582,76.869969
23,11.009027,76.957839
24,11.000352,77.029271
25,11.013005,76.948144
26,11.0095911,77.0239837
27,11.0138306,76.9544337
28,11.0119341,76.9493749
29,11.0249113,77.0111635
30,11.082226,76.997369
31,11.0536768,76.9981742
32,11.0152069,76.9513163
33,11.027627,76.941525
34,11.0180549,76.9606132
35,10.9525369,76.9732172
36,10.998431,77.014398
37,11.0190903,76.9603628
38,11.0127052,76.9558651
39,10.9966744,77.0038259
40,10.996104,77.000796
41,10.997552,76.99517
42,11.007028,77.0713794
43,11.019853,76.91888
44,11.033769,76.951954
45,11.026504,76.947148
46,11.0262794,76.9500378
47,10.8554518,76.9038448
48,11.0110438,76.967141
49,11.017105,76.96426
50,11.00542,76.95579
51,11.020653,76.962866
52,11.013845,76.943778
53,11.0533069,76.9981354
54,10.9967574,77.0085315
55,11.038895,76.979563
56,10.9979774,77.0171428
57,11.0095826,76.9628658
58,11.0438365,76.9477487
59,10.997352,77.00084
60,10.96475,76.9553
61,11.024226,76.973135
62,11.0097461,76.9502453
63,11.0169443,76.9602662
64,11.013033,76.96035
65,10.96498,76.98681
66,10.855611,76.9038503
67,11.0147126,76.9611238
68,11.01157,76.942749
69,10.9998115,76.9799354
70,11.0337513,76.9517933
71,11.07879,77.00378
72,11.0781638,76.9409144
73,11.0155231,76.9779359
74,10.9840837,76.9297031
75,11.023127,76.9136709
76,11.03488,76.92865
77,10.8850033,77.0082254
78,11.1119484,76.7639275
79,11.0168445,76.9558321
80,11.0065909,76.9915146
81,11.301729,76.93861
82,10.9968417,76.9955015
83,11.0420173,76.9758697
84,11.0273,76.94696
85,10.9920341,76.9548297
